TIC,Star Name,Planet Name,Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star TESS Mag,Star RA,Star Dec,TFOPWG Disposition,Creation Date,Planet Radius [Re],Planet Radius Error Lower [Re],Planet Radius Error Upper [Re],Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hr],Transit Duration Error Lower [hr],Transit Duration Error Upper [hr],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Rp/Rs,TOI Disposition,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Updated,Public Comment,Sectors,FP_Flag,Known,EB,VS,NASA PC,Assumed Parameters,Star Mass [Ms],Star Metallicity,Star V Mag,Star T Mag,Star J Mag,Star H Mag,Star Ks Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Mass Flag,Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Me],Planet Mass [Mjup],Planet Mass Error Upper [Mjup],Planet Mass Error Lower [Mjup],Planet Radius [Rjup],Planet Radius Error Upper [Rjup,Planet Radius Error Lower [Rjup],Planet Semi-major Axis [au],Planet Semi-major Axis [m],a/Rs,Eccentricity,Inclination,Periastron,Impact Parameter,Planet Albedo,Heat Redistribution Factor,Mean Molecular Weight,Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Transit Duration T14 [s],Eclipse Duration E14 [s],Planet Insolation Flux [W/m2],Planet Insolation Flux [Earth],Eclipse Mid Time,Available Transits,Available Eclipses,Planet Temperature [K],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
405788729,TOI-5965,TOI-5965.01,5729,-183.861,183.861,1.75516,-0.0905428,0.0905428,3.95931,-0.0797319,0.0797319,408.59,-3.4215,3.4215,11.7066,324.751784,62.94426,PC,16/11/2022 01:06,7.603239218,-0.6515875,0.6515875,2459828.07,-0.00433,0.00433,0.157725723,-0.009054007,0.009054007,4.8390265,-0.3130513,0.3130513,4.2254748,-0.0003532,0.0003532,0.039714698,PC,3,4,3,3,4,4,4,2022-11-16 01:06:41.232552+00:00,2023-05-22 12:56:56.695000+00:00, evolved host; multiple stars in pixel,"[56, 58]",0,0,0,0,TRUE,,1.023,,12.471,11.7066,10.757,10.466,10.295,9.888,9.931,9.947,TRUE,87.58,-32.36,51.08,0.160715653,0.275557496,-0.101815946,0.678316736,0.058130843,-0.058130843,0.051542441,7710639366,6.314684766,0,90,0,0,0.2,0.8,2.3,19.9,34.1,12.6,17420.4954,17420.4954,1530773.712,1124.598053,2459830.183,253,253,1612.085185,5,57,114,7,51,104,Eclipse,7,51,104,0,0,0,1
369532319,TOI-5967,TOI-5967.01,5758,-128.163,128.163,0.993436,-0.05,0.05,4.45663,-0.0775638,0.0775638,145.066,-1.1995,1.1995,10.1233,338.574347,33.823466,PC,16/11/2022 01:06,3.972557641,-0.202791,0.202791,2460563.657,-0.003874,0.003874,0.1344,-0.00678128,0.00678128,3.901,-0.369,0.369,15.343585,-6.70E-05,6.70E-05,0.036660606,PC,2,4,1,1,4,4,4,2022-11-16 01:06:42.498049+00:00,2025-01-09 18:12:46.017000+00:00,alerted as a single transit but now have a period of ~15.3 days with additional s83 data,"[16, 56, 83]",0,0,0,0,TRUE,,1.03,,10.594,10.1233,9.501,9.206,9.132,9.083,9.143,9.087,TRUE,16.29,-8.59,18.13,0.057043359,0.051254072,-0.027027163,0.354408464,0.018091832,-0.018091832,0.122040976,18257070159,26.41612964,0,90,0,0,0.2,0.8,2.3,4.6,4.1,2.1,14043.6,14043.6,89258.98267,65.57499473,2460571.329,27,30,792.1767083,7,70,139,235,1393,2859,Transit,7,70,139,0,0,0,1
431810418,TOI-5968,TOI-5968.02,5940,-128.564,128.564,1.05723,-0.05,0.05,4.42516,-0.0772178,0.0772178,122.831,-0.538,0.538,9.50492,349.267516,31.353989,PC,01/12/2022 23:10,3.040132833,-0.171555,0.171555,2460570.605,-0.004115,0.004115,0.0695,-0.00462636,0.00462636,3.487,-0.537,0.537,9.2152386,-7.42E-05,7.42E-05,0.026362853,PC,2,4,1,1,4,4,4,2022-12-01 23:10:01.880328+00:00,2025-01-09 18:22:25.276000+00:00,potential multi; CTOI from Nora Eisner,"[56, 83]",0,0,0,0,TRUE,,1.085,,10.076,9.50492,8.95,8.645,8.599,8.579,8.617,8.57,TRUE,8.25,-4.99,12.68,0.039895742,0.025957403,-0.015700296,0.271222951,0.015305138,-0.015305138,0.088393521,13223482486,17.9785376,0,90,0,0,0.2,0.8,2.3,3.7,2.3,1.4,12553.2,12553.2,218256.754,160.3444837,2460575.213,43,42,990.5907442,10,98,193,160,1009,1874,Transit,10,98,193,0,0,0,1
160432093,TOI-5971,TOI-5971.01,6528.05,-110.167,110.167,1.75165,-0.096392,0.096392,4.0799,-0.0903954,0.0903954,427.467,-7.3845,7.3845,10.9852,322.75454,30.003448,PC,16/11/2022 01:06,18.01635796,-0.9557893,0.9557893,2459828.685,-0.00065,0.00065,0.889156031,-0.010178259,0.010178259,4.2579634,-0.0513053,0.0513053,3.9914012,-0.0001805,0.0001805,0.09429507,PC,3,4,3,3,4,4,4,2022-11-16 01:06:44.348882+00:00,2022-11-15 15:12:43.602000+00:00,,[56],0,0,0,0,TRUE,,1.345,0.136,11.534,10.9852,10.454,10.199,10.15,10.106,10.124,10.092,TRUE,309.97,-158.76,325.75,1.02492412,0.975274688,-0.499514822,1.607314562,0.085269957,-0.085269957,0.054370584,8133723632,6.674520558,0,90,0,0,0.2,0.8,2.3,107.8,102.5,52.5,15328.66824,15328.66824,2310430.238,1697.380433,2459830.681,119,118,1786.727973,1,11,23,1,2,3,Eclipse,1,2,3,0,0,0,3
354173595,TOI-5974,TOI-5974.01,3487,-157,157,0.371684,-0.0111082,0.0111082,4.85306,-0.0014422,0.0014422,25.6553,-0.0382,0.0382,10.8221,349.765951,7.915601,PC,16/11/2022 01:06,1.306043146,-1.5847855,1.5847855,2459447.904,-0.000773,0.000773,0.103778158,-0.010495284,0.010495284,0.9051433,-0.4169636,0.4169636,1.7266943,-7.10E-06,7.10E-06,0.032214617,PC,2,4,1,1,4,4,4,2022-11-16 01:06:45.669235+00:00,2024-11-18 13:33:36.610000+00:00,L1 candidate,"[42, 56, 70]",0,0,0,0,TRUE,,0.359205,,13.019,10.8221,9.421,8.824,8.558,8.412,8.282,8.154,TRUE,1.11,-0.79,2.81,0.008841249,0.003492451,-0.002485618,0.116517565,0.141385335,-0.141385335,0.020022988,2995396307,11.58399657,0,90,0,0,0.2,0.8,2.3,3,1.1,0.8,3258.51588,3258.51588,62285.39746,45.75858348,2459448.768,196,197,724.44887,6,67,133,310,2072,3990,Transit,6,67,133,0,0,0,1
120045750,TOI-5981,TOI-5981.01,3721,-157,157,0.539525,-0.0158695,0.0158695,4.703,-0.0091869,0.0091869,70.6891,-0.1105,0.1105,11.8086,283.967767,39.062238,PC,01/12/2022 22:59,2.543029473,-0.7546409,0.7546409,2459423.517,-0.002639,0.002639,0.186731799,-0.014205846,0.014205846,2.6555328,-0.452201,0.452201,7.0142458,-8.12E-05,8.12E-05,0.043212475,PC,2,4,1,1,4,4,4,2022-12-01 22:59:55.634163+00:00,2022-12-01 15:51:28.888000+00:00,centroid offset only in s54; s53 and s41 on target,"[41, 53, 54]",0,0,0,0,TRUE,,0.535736,,14.42,11.8086,10.496,9.872,9.653,9.549,9.506,9.339,TRUE,5.35,-3.5,9.98,0.031400592,0.016832982,-0.011012232,0.226874284,0.067324667,-0.067324667,0.058243404,8713089150,23.2133907,0,90,0,0,0.2,0.8,2.3,5.1,2.7,1.7,9559.91808,9559.91808,20122.40201,14.78312172,2459427.024,138,135,546.1040304,10,141,281,1527,11026,19233,Transit,10,141,281,1,0,1,1
370907864,TOI-5998,TOI-5998.01,4066,-129.391,129.391,0.723481,-0.0728844,0.0728844,4.52539,-0.115396,0.115396,95.6465,-0.4102,0.4102,11.5118,292.576514,18.394928,PC,01/12/2022 23:00,3.321459576,-1.5715756,1.5715756,2459397.789,-0.003537,0.003537,0.177150476,-0.018023102,0.018023102,2.8573107,-0.574079,0.574079,9.3380252,-0.0001244,0.0001244,0.042089248,PC,2,4,2,2,4,4,4,2022-12-01 23:00:58.066959+00:00,2022-12-01 17:32:10.336000+00:00,low SNR; possible offset to SSW,"[40, 54]",0,0,0,0,TRUE,,0.64,,12.78,11.5118,10.37,9.683,9.589,9.459,9.549,10.408,TRUE,10.28,-5.99,14.28,0.044929905,0.032344497,-0.018846648,0.296321285,0.140206825,-0.140206825,0.074789524,11188353535,22.22885267,0,90,0,0,0.2,0.8,2.3,5.8,4.2,2.5,10286.31852,10286.31852,31303.97286,22.99777338,2459402.458,50,49,609.8090324,9,109,222,703,4689,8419,Transit,9,109,222,0,0,0,1
141363913,TOI-601,TOI-601.01,6221,-132.6,132.6,3.09894,-0.26,0.26,3.53482,-0.1,0.1,409.766,-28.715,28.715,9.9223,129.462346,-43.042017,PC,13/04/2019 05:20,11.59663741,-1.04544,1.04544,2460009.873,-0.001785,0.001785,0.1177,-0.00900963,0.00900963,1.999,-0.172,0.172,3.477756,-1.45E-05,1.45E-05,0.034307434,PC,3,4,3,3,4,4,4,2019-04-13 05:20:07+00:00,2023-04-12 17:37:06.673000+00:00,evolved host,"[8, 9, 35, 61, 62]",0,0,0,0,TRUE,,1.2,,10.585,9.9223,9.287,8.971,8.871,8.804,8.864,8.835,TRUE,647.78,-238.59,378.47,1.190799791,2.038143811,-0.750688092,1.034584472,0.09326807,-0.09326807,0.047752701,7143702320,3.313509179,0,90,0,0,0.2,0.8,2.3,141.5,242.1,89.1,7196.4,7196.4,7730915.851,5679.593818,2460011.612,213,206,2416.579653,63,746,1477,2,16,31,Eclipse,2,16,31,0,0,0,2
199949052,TOI-6010,TOI-6010.01,6178,-130.8,130.8,1.48333,-0.07,0.07,4.16747,-0.08,0.08,274.738,-2.1025,2.1025,10.4963,336.737635,45.971999,PC,15/12/2022 22:34,5.12922193,-0.406159,0.406159,2460422.399,-0.000459,0.000459,0.1005,-0.0139515,0.0139515,0.494,-0.13,0.13,0.5868508,-5.00E-07,5.00E-07,0.031701735,PC,3,4,3,3,4,4,4,2022-12-15 22:34:58.948109+00:00,2024-07-25 16:15:46.577000+00:00,possible odd-even; low a/Rs,"[16, 56, 57, 76, 77]",0,0,0,0,TRUE,,1.18,,11.144,10.4963,9.859,9.594,9.521,9.469,9.502,9.462,TRUE,31.15,-14.03,25.58,0.080483681,0.098008861,-0.044143317,0.457599317,0.036235141,-0.036235141,0.01449627,2168611163,2.101463762,0,90,0,0,0.2,0.8,2.3,17.5,21.3,9.6,1778.4,1778.4,18694300.54,13733.95285,2460422.693,981,981,3013.505257,8,121,240,9,84,168,Eclipse,9,84,168,0,0,0,1
414019147,TOI-6011,TOI-6011.01,5770,-231.045,231.045,1.33,-0.05,0.05,4.438,,,490.701,,,12.598,336.690787,57.434161,PC,15/12/2022 22:35,15.89775291,-0.779198,0.779198,2459880.709,-0.001086,0.001086,1.2009,-0.0676344,0.0676344,1.496,-0.277,0.277,2.3179699,-3.00E-06,3.00E-06,0.109585583,PC,3,4,3,3,4,4,4,2022-12-15 22:35:21.535918+00:00,2023-05-01 09:51:16.908000+00:00,,"[16, 17, 24, 57]",0,0,0,0,TRUE,"Star Mass, ",1.271541561,,13.43,12.7509,11.741,11.319,11.239,11.003,11.084,10.997,TRUE,421.39,-192.84,355.78,1.119409067,1.325841213,-0.606742494,1.418304955,0.069515509,-0.069515509,0.037145371,5556868448,6.005600945,0,90,0,0,0.2,0.8,2.3,146.5,173.4,79.4,5385.6,5385.6,1741389.238,1279.328832,2459881.868,357,357,1664.878633,6,89,176,1,8,16,Eclipse,1,8,16,1,0,1,2
432280671,TOI-6012,TOI-6012.01,6119,-132.891,132.891,1.18343,-0.054392,0.054392,4.35436,-0.0800458,0.0800458,226.572,-2.362,2.362,10.5418,355.02941,32.015761,PC,15/12/2022 22:35,7.818928548,-0.4944534,0.4944534,2459861.659,-0.001609,0.001609,0.366900228,-0.013504044,0.013504044,5.3495584,-0.1717179,0.1717179,16.2117629,-0.0022782,0.0022782,0.06057229,PC,3,4,3,3,4,4,4,2022-12-15 22:35:22.014098+00:00,2022-12-15 16:30:05.875000+00:00,some phases are not covered; multiple stars in pixel,[57],0,0,0,0,TRUE,,1.155,,11.014,10.5418,9.98,9.721,9.67,9.612,9.645,9.628,TRUE,101.66,-37.03,58.23,0.183212069,0.319858131,-0.11650941,0.697559282,0.044112254,-0.044112254,0.131533727,19677165430,23.9000032,0,90,0,0,0.2,0.8,2.3,13.4,23.3,8.5,19258.41024,19258.41024,139084.9409,102.1801279,2459869.764,26,25,885.0472885,2,24,47,20,140,273,Transit,2,24,47,0,0,0,1
125520907,TOI-6019,TOI-6019.01,5559.54,-112.5,112.5,1.97941,-0.0957664,0.0957664,3.83622,-0.08,0.08,260.342,-2.345,2.345,10.0651,355.09135,35.94084,PC,15/12/2022 22:35,12.25700216,-0.6882524,0.6882524,2460589.744,-0.001607,0.001607,0.322281701,-0.009334518,0.009334518,5.4881637,-0.1592498,0.1592498,14.5478626,-4.73E-05,4.73E-05,0.05676986,PC,3,4,3,3,4,4,4,2022-12-15 22:35:24.878818+00:00,2025-05-02 22:09:12.500000+00:00,two transits,"[57, 84]",0,0,0,0,TRUE,,0.98,0.163,10.791,10.0651,9.391,9.043,8.94,8.884,8.945,8.875,TRUE,701.11,-264.89,426.38,1.341541508,2.205938756,-0.833437146,1.09349837,0.061401872,-0.061401872,0.115895058,17337653916,12.59019818,0,90,0,0,0.2,0.8,2.3,113.2,186.2,70.3,19757.38932,19757.38932,341476.2734,250.8689227,2460597.018,28,28,1107.917898,25,222,437,3,19,38,Eclipse,3,19,38,0,0,0,2
439942982,TOI-6025,TOI-6025.01,8448,-133.2,133.2,2.4585,-0.1,0.1,3.97895,-0.07,0.07,486.144,-14.4625,14.4625,9.645701,1.074045,42.5736,PC,15/12/2022 22:39,9.594136138,-0.587789,0.587789,2459880.796,-0.00208,0.00208,0.128,-0.0109616,0.0109616,2.071,-0.316,0.316,1.0222806,-1.52E-05,1.52E-05,0.035777088,PC,3,4,3,3,4,4,4,2022-12-15 22:39:44.319862+00:00,2022-12-15 17:39:11.933000+00:00,signal diluted by brighter neighbor to N; possible SV,"[17, 57]",0,0,0,0,TRUE,,2.1,,9.805,9.6457,9.426,9.376,9.343,9.302,9.331,9.309,TRUE,279.67,-99.34,153.79,0.483877453,0.879940226,-0.312558594,0.855932967,0.052439112,-0.052439112,0.025434277,3804913693,2.224603387,0,90,0,0,0.2,0.8,2.3,59.5,108.3,38.5,7455.6,7455.6,58347761.97,42865.76061,2459881.307,432,431,4005.093048,6,76,152,1,10,20,Eclipse,1,10,20,0,0,0,2
285466025,TOI-6032,TOI-6032.01,6083,-137.727,137.727,2.55241,-0.118995,0.118995,3.68069,-0.0805077,0.0805077,153.525,-1.2105,1.2105,7.98475,36.784679,32.876956,PC,20/01/2023 00:26,5.192042257,-1.3809732,1.3809732,2459887.395,-0.00375,0.00375,0.034778769,-0.002607189,0.002607189,7.8217079,-0.4859311,0.4859311,7.3723906,-0.0019647,0.0019647,0.018649067,PC,3,4,3,3,4,4,4,2023-01-20 00:26:41.770587+00:00,2023-01-19 17:30:46.876000+00:00,bright evolved host,[58],0,0,0,0,TRUE,,1.139,,8.527,7.98475,7.439,7.175,7.119,7.012,7.113,7.11,TRUE,32.09,-14.32,25.97,0.081710758,0.100966431,-0.045055759,0.463203781,0.123202389,-0.123202389,0.077420819,11581989672,6.522449609,0,90,0,0,0.2,0.8,2.3,7.8,9.7,4.3,28158.14844,28158.14844,1823893.559,1339.941448,2459891.081,50,49,1684.214695,10,31,54,18,50,88,Transit,10,31,54,0,0,0,1
67711670,TOI-6033,TOI-6033.01,6345,-131.915,131.915,1.44457,-0.072897,0.072897,4.21827,-0.0882913,0.0882913,309.804,-6.763,6.763,10.6492,43.372328,39.260148,PC,20/01/2023 00:26,11.83893644,-0.6179804,0.6179804,2459885.981,-0.001189,0.001189,0.564529754,-0.012595702,0.012595702,6.0379226,-0.1164889,0.1164889,18.0401494,-0.0016943,0.0016943,0.075135195,PC,3,4,3,3,4,4,4,2023-01-20 00:26:42.205204+00:00,2023-01-19 17:32:22.682000+00:00,,[58],0,0,0,0,TRUE,,1.258,,11.113,10.6492,10.137,9.926,9.856,9.832,9.857,9.853,TRUE,698.49,-261.29,415.69,1.307907007,2.197695315,-0.822110279,1.056200981,0.055132613,-0.055132613,0.145366707,21746549800,21.6386304,0,90,0,0,0.2,0.8,2.3,87,146.1,54.6,21736.52136,21736.52136,196176.6798,144.1231387,2459895.001,22,21,964.4989166,18,206,406,6,42,84,Eclipse,6,42,84,0,0,0,1
250839071,TOI-6040,TOI-6040.01,6558.69,-16.9,16.9,1.80262,-0.08,0.08,,,,271.3032665,,,9.8781,34.445951,53.807582,PC,20/01/2023 00:27,16.52103362,-0.715649,0.715649,2459905.802,-0.000427,0.000427,0.706,-0.00726657,0.00726657,4.378,-0.069,0.069,3.4925674,-0.000123,0.000123,0.084023806,PC,3,4,3,3,4,4,4,2023-01-20 00:27:46.141559+00:00,2025-07-07 23:32:20.800000+00:00,multiple stars in pixel,"[58, 85]",0,0,0,0,TRUE,"Star Mass, Star Distance, ",1.799021388,0.11,10.3872,9.8781,9.322,9.11,9.055,8.952,9.012,8.971,TRUE,384.36,-181.88,346.27,1.08948726,1.209331803,-0.572258477,1.473910431,0.063846037,-0.063846037,0.054801614,8198204831,6.537212106,0,90,0,0,0.2,0.8,2.3,98.7,109.5,51.8,15760.8,15760.8,2454060.817,1802.90006,2459907.548,130,130,1813.868581,1,9,17,1,1,2,Eclipse,1,1,2,0,0,0,3
374919956,TOI-6042,TOI-6042.01,9434,-319.5,319.5,3.78146,-0.16,0.16,3.66296,-0.07,0.07,897.633,-29.284,29.284,10.0201,32.085966,56.409783,PC,20/01/2023 00:27,18.44612672,-1.14848,1.14848,2459904.389,-0.002277,0.002277,0.2,-0.0181669,0.0181669,1.461,-0.225,0.225,7.7966237,-0.001995,0.001995,0.04472136,PC,3,4,3,3,4,4,4,2023-01-20 00:27:47.076659+00:00,2023-01-19 18:56:26.627000+00:00,slight odd-even likely due to detrending; possibly too large,[58],0,0,0,0,TRUE,,2.4,,10.069,10.0201,9.707,9.687,9.645,9.593,9.6,9.487,TRUE,291.94,-152.85,320.86,1.00953846,0.918545964,-0.480919883,1.645656029,0.102460699,-0.102460699,0.103038761,15414379293,5.859283706,0,90,0,0,0.2,0.8,2.3,57.7,52.5,27.5,5259.6,5259.6,13080863.1,9609.985494,2459908.288,61,61,2755.86926,10,136,273,4,31,63,Eclipse,4,31,63,0,0,0,1
467649533,TOI-6045,TOI-6045.01,6128,-126.382,126.382,2.2912,-0.109892,0.109892,3.7824,-0.0805452,0.0805452,398.105,-6.8735,6.8735,10.5547,60.640787,34.004137,PC,08/02/2023 21:13,12.6693798,-0.8113201,0.8113201,2459913.845,-0.002008,0.002008,0.256994217,-0.007644105,0.007644105,6.5647136,-0.1844891,0.1844891,7.4826325,-0.0010631,0.0010631,0.050694597,PC,3,4,3,3,4,4,4,2023-02-08 21:13:34.811744+00:00,2023-02-08 15:12:14.105000+00:00,,[59],0,0,0,0,TRUE,,1.16,,11.216,10.5547,9.869,9.539,9.484,9.433,9.452,9.455,TRUE,666.56,-256.45,417.57,1.313822148,2.097232299,-0.806881936,1.130288302,0.072381256,-0.072381256,0.07869487,11772584956,7.385617795,0,90,0,0,0.2,0.8,2.3,123.7,197.4,75.9,23632.96896,23632.96896,1465064.346,1076.324017,2459917.587,48,48,1594.447942,20,200,393,1,9,18,Eclipse,1,9,18,0,0,0,2
280024247,TOI-6048,TOI-6048.01,6235,-204.173,204.173,1.70647,-0.0758291,0.0758291,4.05522,-0.0891323,0.0891323,280.271,-2.502,2.502,10.3971,53.357584,59.988799,PC,08/02/2023 21:13,5.904219235,-2.237088,2.237088,2459915.469,-0.00344,0.00344,0.100615821,-0.007997839,0.007997839,3.4008546,-0.5386909,0.5386909,5.4928246,-0.0018001,0.0018001,0.031719997,PC,3,4,3,3,4,4,4,2023-02-08 21:13:36.167651+00:00,2023-02-08 15:16:09.009000+00:00,crowded; possible odd-even,[59],0,0,0,0,TRUE,,1.206,,10.8,10.3971,9.775,9.427,9.389,9.333,9.354,9.471,TRUE,43.62,-18.14,30.94,0.097348127,0.137243868,-0.057074823,0.526740065,0.199579967,-0.199579967,0.064852262,9701760258,8.172028591,0,90,0,0,0.2,0.8,2.3,9.9,14,5.8,12243.07656,12243.07656,1282490.623,942.1944246,2459918.215,85,86,1542.256187,5,59,116,15,117,230,Transit,5,59,116,0,0,0,1
339207264,TOI-6050,TOI-6050.01,6243,-136.557,136.557,1.85996,-0.0888442,0.0888442,3.98185,-0.0868765,0.0868765,462.414,-5.8395,5.8395,11.2873,84.398599,64.981529,PC,08/02/2023 21:13,16.35973187,-0.815868,0.815868,2459912.8,-0.001134,0.001134,0.650255142,-0.014248314,0.014248314,4.955098,-0.0983656,0.0983656,5.4823596,-0.0004409,0.0004409,0.080638399,PC,3,4,3,3,4,4,4,2023-02-08 21:13:36.963711+00:00,2023-02-08 15:25:40.363000+00:00,two stars in pixel,[59],0,0,0,0,TRUE,,1.21,,11.874,11.2873,10.635,10.433,10.32,10.249,10.271,10.316,TRUE,393.99,-184.86,348.88,1.097699239,1.239631171,-0.581634606,1.459520028,0.072786993,-0.072786993,0.06485844,9702684467,7.498360228,0,90,0,0,0.2,0.8,2.3,111.4,125.9,59.1,17838.3528,17838.3528,1531121.951,1124.85389,2459915.541,89,89,1612.111911,3,34,68,1,4,8,Eclipse,1,4,8,0,0,0,2
353960022,TOI-6051,TOI-6051.01,6574.32,-207.97,207.97,1.47238,,,4.23875,,,915.507,-23.8425,23.8425,13.4593,62.377542,47.556648,PC,08/02/2023 21:13,24.05277922,-0.6540062,0.6540062,2459913.022,-0.002081,0.002081,2.243000406,-0.080765204,0.080765204,4.1169544,-0.1537041,0.1537041,3.9200919,-0.0005415,0.0005415,0.149766498,PC,3,4,3,3,4,4,4,2023-02-08 21:13:37.382493+00:00,2023-02-08 15:06:29.792000+00:00,large radius; but consistent with insolation,[59],0,0,0,0,TRUE,,1.37,-0.241,14.363,13.4593,12.55,12.259,12.109,12.016,12.025,11.437,TRUE,193.73,-111.88,265.65,0.835828373,0.609542747,-0.352013847,2.145848922,0.058346625,-0.058346625,0.054049252,8085653025,7.893564969,0,90,0,0,0.2,0.8,2.3,87.3,63.7,36.8,14821.03584,14821.03584,1699262.665,1248.380129,2459914.982,100,102,1654.623726,1,7,14,1,4,9,Eclipse,1,4,9,1,0,1,2
66091052,TOI-6053,TOI-6053.01,7690,-288.526,288.526,2.12813,-0.0836382,0.0836382,4.03855,-0.0841464,0.0841464,359.465,-8.4845,8.4845,9.89943,70.979903,61.859336,APC,08/02/2023 21:13,10.92604694,-1.0489104,1.0489104,2459912.417,-0.001351,0.001351,0.221548318,-0.023926181,0.023926181,2.5738654,-0.1246114,0.1246114,2.2118281,-0.0002114,0.0002114,0.047068919,PC,3,4,3,3,4,4,4,2023-02-08 21:13:38.174726+00:00,2023-02-08 15:49:15.667000+00:00,significant host variability likely contributing to apparent odd-even,[59],0,0,0,0,TRUE,,1.805,,10.322,9.89943,9.408,9.267,9.215,9.161,9.184,9.218,TRUE,503.95,-182.33,285.78,0.899164436,1.585604023,-0.573674336,0.974758294,0.093577679,-0.093577679,0.040457265,6052320729,4.087914248,0,90,0,0,0.2,0.8,2.3,94.6,166.9,60.4,9265.91544,9265.91544,11862692.47,8715.044387,2459913.523,209,213,2689.431291,9,100,201,1,6,12,Eclipse,1,6,12,0,0,0,2
104734832,TOI-6057,TOI-6057.01,6402.35,-140.99,140.99,2.40847,-0.260206,0.260206,3.78349,-0.12315,0.12315,305.581,-3.6275,3.6275,9.51295,64.056257,50.409606,PC,08/02/2023 21:13,9.247726482,-1.112431,1.112431,2459912.751,-0.002592,0.002592,0.123915636,-0.007639336,0.007639336,8.8021114,-0.2460999,0.2460999,10.327438,-0.0020152,0.0020152,0.035201653,PC,3,4,3,3,4,4,4,2023-02-08 21:13:39.912083+00:00,2023-02-08 15:10:04.087000+00:00,apparent odd-even likely due to underlying stellar variability and one TCE near a data gap,[59],0,0,0,0,TRUE,,1.285,0.012,10.059,9.51295,8.879,8.624,8.565,8.448,8.46,8.442,TRUE,235.14,-83.44,129.21,0.406540125,0.739833178,-0.2625316,0.825028315,0.099244617,-0.099244617,0.100911548,15096152736,9.009548691,0,90,0,0,0.2,0.8,2.3,32.1,58.4,20.7,31687.60104,31687.60104,1173108.208,861.8355515,2459917.915,39,39,1508.248479,11,69,131,4,22,42,Eclipse,4,22,42,0,0,0,1
428867906,TOI-6060,TOI-6060.01,7373.75,-129.5,129.5,3.54149,-0.21,0.21,3.56449,-0.09,0.09,384.79,-5.212,5.212,9.86105,57.561241,50.620837,PC,08/02/2023 21:14,10.36532556,-0.720709,0.720709,2459930.334,-0.005024,0.005024,0.072,-0.00578619,0.00578619,2.344,-0.568,0.568,3.3906311,-2.59E-05,2.59E-05,0.026832816,PC,3,4,3,3,4,4,4,2023-02-08 21:14:16.118807+00:00,2023-02-08 16:11:22.706000+00:00,low SNR; two stars in pixel,"[19, 59]",0,0,0,0,TRUE,,1.678,0.086,10.282,9.86105,9.365,9.211,9.153,9.111,9.124,9.112,TRUE,399.87,-142.62,222.01,0.698521578,1.25813172,-0.448732703,0.924733998,0.064297461,-0.064297461,0.052493989,7852988998,3.187329526,0,90,0,0,0.2,0.8,2.3,66.9,120.6,43,8438.4,8438.4,16495429.65,12118.53059,2459932.029,121,121,2920.518277,29,266,531,3,19,36,Eclipse,3,19,36,0,0,0,2
122629761,TOI-6062,TOI-6062.01,5936,-130.2,130.2,1.00015,-0.05,0.05,4.47297,-0.08,0.08,115.362,-0.7255,0.7255,9.47632,77.169833,36.416746,PC,08/02/2023 21:14,3.425581275,-0.19784,0.19784,2459925.234,-0.003616,0.003616,0.0986,-0.00677328,0.00677328,3.166,-0.784,0.784,8.2125432,-4.88E-05,4.88E-05,0.031400637,PC,2,4,2,2,4,4,4,2023-02-08 21:14:16.771651+00:00,2023-02-08 16:12:36.414000+00:00,variable host; low SNR,"[19, 59]",0,0,0,0,TRUE,,1.084,,10.044,9.47632,8.914,8.661,8.583,8.528,8.559,8.543,TRUE,11.17,-6.37,14.88,0.046817716,0.03514475,-0.020042261,0.305610417,0.017650133,-0.017650133,0.081834272,12242232820,17.59436073,0,90,0,0,0.2,0.8,2.3,4.5,3.3,1.9,11397.6,11397.6,227278.6621,166.9725178,2459929.341,44,43,1000.672923,6,56,110,79,509,954,Transit,6,56,110,0,0,0,1
